vote,@name-id,@sort-field,@unaccented-name,@party,@state,@role,#text,rollcall-num
McCarthy,W000823,Waltz,Waltz,R,FL,legislator,Waltz,4
Jeffries,W000797,Wasserman Schultz,Wasserman Schultz,D,FL,legislator,Wasserman Schultz,4
Jeffries,W000187,Waters,Waters,D,CA,legislator,Waters,4
Jeffries,W000822,Watson Coleman,Watson Coleman,D,NJ,legislator,Watson Coleman,4
McCarthy,W000814,Weber (TX),Weber (TX),R,TX,legislator,Weber (TX),4
McCarthy,W000806,Webster (FL),Webster (FL),R,FL,legislator,Webster (FL),4
McCarthy,W000815,Wenstrup,Wenstrup,R,OH,legislator,Wenstrup,4
McCarthy,W000821,Westerman,Westerman,R,AR,legislator,Westerman,4
Jeffries,W000825,Wexton,Wexton,D,VA,legislator,Wexton,4
Jeffries,W000826,Wild,Wild,D,PA,legislator,Wild,4
Jeffries,W000788,Williams (GA),Williams (GA),D,GA,legislator,Williams (GA),4
McCarthy,W000828,Williams (NY),Williams (NY),R,NY,legislator,Williams (NY),4
McCarthy,W000816,Williams (TX),Williams (TX),R,TX,legislator,Williams (TX),4
Jeffries,W000808,Wilson (FL),Wilson (FL),D,FL,legislator,Wilson (FL),4
McCarthy,W000795,Wilson (SC),Wilson (SC),R,SC,legislator,Wilson (SC),4
McCarthy,W000804,Wittman,Wittman,R,VA,legislator,Wittman,4
McCarthy,W000809,Womack,Womack,R,AR,legislator,Womack,4
McCarthy,Y000067,Yakym,Yakym,R,IN,legislator,Yakym,4
McCarthy,Z000018,Zinke,Zinke,R,MT,legislator,Zinke,4
