majority,congress,session,chamber,rollcall-num,vote-question,vote-type,vote-result,action-date,action-time,vote-desc
R,118,1st,U.S. House of Representatives,12,Election of the Speaker,YEA-AND-NAY,Jeffries,5-Jan-2023,17:52,
