majority,congress,session,chamber,rollcall-num,vote-question,vote-type,vote-result,action-date,action-time,vote-desc
R,118,1st,U.S. House of Representatives,7,Election of the Speaker,YEA-AND-NAY,Jeffries,4-Jan-2023,16:19,
