majority,congress,session,chamber,rollcall-num,vote-question,vote-type,vote-result,action-date,action-time,vote-desc
R,118,1st,U.S. House of Representatives,2,Election of the Speaker,YEA-AND-NAY,Jeffries,3-Jan-2023,13:39,
