majority,congress,session,chamber,rollcall-num,vote-question,vote-type,vote-result,action-date,action-time,vote-desc
R,118,1st,U.S. House of Representatives,20,Election of the Speaker,YEA-AND-NAY,McCarthy,7-Jan-2023,00:34,
